Olagoldstx/terraform-ansible-tutorial	open	2025-10-31T21:03:32Z	chore: badges for terraform-ansible-tutorial	https://github.com/Olagoldstx/terraform-ansible-tutorial/pull/2
Olagoldstx/terraform-ansible-tutorial	open	2025-10-31T20:57:28Z	chore: badges for terraform-ansible-tutorial	https://github.com/Olagoldstx/terraform-ansible-tutorial/pull/1
Olagoldstx/secure-ecommerce-platform	open	2025-10-31T21:42:46Z	chore: badges for secure-ecommerce-platform	https://github.com/Olagoldstx/secure-ecommerce-platform/pull/6
Olagoldstx/secure-ecommerce-platform	open	2025-10-31T21:42:06Z	chore: badges for secure-ecommerce-platform	https://github.com/Olagoldstx/secure-ecommerce-platform/pull/5
Olagoldstx/secure-ecommerce-platform	open	2025-10-31T21:38:12Z	chore: badges for secure-ecommerce-platform	https://github.com/Olagoldstx/secure-ecommerce-platform/pull/4
Olagoldstx/secure-ecommerce-platform	open	2025-10-31T21:03:28Z	chore: badges for secure-ecommerce-platform	https://github.com/Olagoldstx/secure-ecommerce-platform/pull/3
Olagoldstx/secure-ecommerce-platform	open	2025-10-31T20:57:24Z	chore: badges for secure-ecommerce-platform	https://github.com/Olagoldstx/secure-ecommerce-platform/pull/2
Olagoldstx/kubernetes-security-masterclass	open	2025-10-31T21:42:08Z	chore: badges for kubernetes-security-masterclass	https://github.com/Olagoldstx/kubernetes-security-masterclass/pull/9
Olagoldstx/kubernetes-security-masterclass	open	2025-10-31T21:41:42Z	chore: badges for kubernetes-security-masterclass	https://github.com/Olagoldstx/kubernetes-security-masterclass/pull/8
Olagoldstx/kubernetes-security-masterclass	open	2025-10-31T21:37:34Z	chore: badges for kubernetes-security-masterclass	https://github.com/Olagoldstx/kubernetes-security-masterclass/pull/7
Olagoldstx/kubernetes-security-masterclass	open	2025-10-31T21:02:44Z	chore: badges for kubernetes-security-masterclass	https://github.com/Olagoldstx/kubernetes-security-masterclass/pull/6
Olagoldstx/kubernetes-security-masterclass	open	2025-10-31T20:56:35Z	chore: badges for kubernetes-security-masterclass	https://github.com/Olagoldstx/kubernetes-security-masterclass/pull/5
Olagoldstx/cloud-kms-masterclass	open	2025-10-31T21:42:00Z	chore: badges for cloud-kms-masterclass	https://github.com/Olagoldstx/cloud-kms-masterclass/pull/5
Olagoldstx/cloud-kms-masterclass	open	2025-10-31T21:41:37Z	chore: badges for cloud-kms-masterclass	https://github.com/Olagoldstx/cloud-kms-masterclass/pull/4
Olagoldstx/cloud-kms-masterclass	open	2025-10-31T21:37:27Z	chore: badges for cloud-kms-masterclass	https://github.com/Olagoldstx/cloud-kms-masterclass/pull/3
Olagoldstx/cloud-kms-masterclass	open	2025-10-31T21:02:35Z	chore: badges for cloud-kms-masterclass	https://github.com/Olagoldstx/cloud-kms-masterclass/pull/2
Olagoldstx/cloud-kms-masterclass	open	2025-10-31T20:56:26Z	chore: badges for cloud-kms-masterclass	https://github.com/Olagoldstx/cloud-kms-masterclass/pull/1
Olagoldstx/multi-cloud-iam-bootcamp	open	2025-10-31T21:42:23Z	chore: badges for multi-cloud-iam-bootcamp	https://github.com/Olagoldstx/multi-cloud-iam-bootcamp/pull/5
Olagoldstx/multi-cloud-iam-bootcamp	open	2025-10-31T21:41:52Z	chore: badges for multi-cloud-iam-bootcamp	https://github.com/Olagoldstx/multi-cloud-iam-bootcamp/pull/4
Olagoldstx/multi-cloud-iam-bootcamp	open	2025-10-31T21:37:49Z	chore: badges for multi-cloud-iam-bootcamp	https://github.com/Olagoldstx/multi-cloud-iam-bootcamp/pull/3
Olagoldstx/multi-cloud-iam-bootcamp	open	2025-10-31T21:03:02Z	chore: badges for multi-cloud-iam-bootcamp	https://github.com/Olagoldstx/multi-cloud-iam-bootcamp/pull/2
Olagoldstx/multi-cloud-iam-bootcamp	open	2025-10-31T20:56:53Z	chore: badges for multi-cloud-iam-bootcamp	https://github.com/Olagoldstx/multi-cloud-iam-bootcamp/pull/1
Olagoldstx/multi-cloud-kms-lab	open	2025-10-31T21:42:12Z	chore: badges for multi-cloud-kms-lab	https://github.com/Olagoldstx/multi-cloud-kms-lab/pull/5
Olagoldstx/multi-cloud-kms-lab	open	2025-10-31T21:41:45Z	chore: badges for multi-cloud-kms-lab	https://github.com/Olagoldstx/multi-cloud-kms-lab/pull/4
Olagoldstx/multi-cloud-kms-lab	open	2025-10-31T21:37:38Z	chore: badges for multi-cloud-kms-lab	https://github.com/Olagoldstx/multi-cloud-kms-lab/pull/3
Olagoldstx/multi-cloud-kms-lab	open	2025-10-31T21:02:49Z	chore: badges for multi-cloud-kms-lab	https://github.com/Olagoldstx/multi-cloud-kms-lab/pull/2
Olagoldstx/multi-cloud-kms-lab	open	2025-10-31T20:56:39Z	chore: badges for multi-cloud-kms-lab	https://github.com/Olagoldstx/multi-cloud-kms-lab/pull/1
Olagoldstx/tri-cloud-security-architect	open	2025-10-31T21:42:15Z	chore: badges for tri-cloud-security-architect	https://github.com/Olagoldstx/tri-cloud-security-architect/pull/5
Olagoldstx/tri-cloud-security-architect	open	2025-10-31T21:41:47Z	chore: badges for tri-cloud-security-architect	https://github.com/Olagoldstx/tri-cloud-security-architect/pull/4
Olagoldstx/tri-cloud-security-architect	open	2025-10-31T21:37:42Z	chore: badges for tri-cloud-security-architect	https://github.com/Olagoldstx/tri-cloud-security-architect/pull/3
Olagoldstx/tri-cloud-security-architect	open	2025-10-31T21:02:52Z	chore: badges for tri-cloud-security-architect	https://github.com/Olagoldstx/tri-cloud-security-architect/pull/2
Olagoldstx/tri-cloud-security-architect	open	2025-10-31T20:56:44Z	chore: badges for tri-cloud-security-architect	https://github.com/Olagoldstx/tri-cloud-security-architect/pull/1
Olagoldstx/multi-cloud-ec2-mastery	open	2025-10-31T21:42:39Z	chore: badges for multi-cloud-ec2-mastery	https://github.com/Olagoldstx/multi-cloud-ec2-mastery/pull/5
Olagoldstx/multi-cloud-ec2-mastery	open	2025-10-31T21:42:01Z	chore: badges for multi-cloud-ec2-mastery	https://github.com/Olagoldstx/multi-cloud-ec2-mastery/pull/4
Olagoldstx/multi-cloud-ec2-mastery	open	2025-10-31T21:38:04Z	chore: badges for multi-cloud-ec2-mastery	https://github.com/Olagoldstx/multi-cloud-ec2-mastery/pull/3
Olagoldstx/multi-cloud-ec2-mastery	open	2025-10-31T21:03:19Z	chore: badges for multi-cloud-ec2-mastery	https://github.com/Olagoldstx/multi-cloud-ec2-mastery/pull/2
Olagoldstx/multi-cloud-ec2-mastery	open	2025-10-31T20:57:15Z	chore: badges for multi-cloud-ec2-mastery	https://github.com/Olagoldstx/multi-cloud-ec2-mastery/pull/1
Olagoldstx/trinity-cloud-security-course	open	2025-10-31T21:42:35Z	chore: badges for trinity-cloud-security-course	https://github.com/Olagoldstx/trinity-cloud-security-course/pull/5
Olagoldstx/zero-trust-comprehensive-course	open	2025-10-31T21:42:04Z	chore: badges for zero-trust-comprehensive-course	https://github.com/Olagoldstx/zero-trust-comprehensive-course/pull/10
Olagoldstx/trinity-cloud-security-course	open	2025-10-31T21:41:59Z	chore: badges for trinity-cloud-security-course	https://github.com/Olagoldstx/trinity-cloud-security-course/pull/4
Olagoldstx/zero-trust-comprehensive-course	open	2025-10-31T21:41:40Z	chore: badges for zero-trust-comprehensive-course	https://github.com/Olagoldstx/zero-trust-comprehensive-course/pull/9
Olagoldstx/trinity-cloud-security-course	open	2025-10-31T21:38:01Z	chore: badges for trinity-cloud-security-course	https://github.com/Olagoldstx/trinity-cloud-security-course/pull/3
Olagoldstx/zero-trust-comprehensive-course	open	2025-10-31T21:37:30Z	chore: badges for zero-trust-comprehensive-course	https://github.com/Olagoldstx/zero-trust-comprehensive-course/pull/8
Olagoldstx/trinity-cloud-security-course	open	2025-10-31T21:03:15Z	chore: badges for trinity-cloud-security-course	https://github.com/Olagoldstx/trinity-cloud-security-course/pull/2
Olagoldstx/zero-trust-comprehensive-course	open	2025-10-31T21:02:40Z	chore: badges for zero-trust-comprehensive-course	https://github.com/Olagoldstx/zero-trust-comprehensive-course/pull/7
Olagoldstx/trinity-cloud-security-course	open	2025-10-31T20:57:05Z	chore: badges for trinity-cloud-security-course	https://github.com/Olagoldstx/trinity-cloud-security-course/pull/1
Olagoldstx/zero-trust-comprehensive-course	open	2025-10-31T20:56:30Z	chore: badges for zero-trust-comprehensive-course	https://github.com/Olagoldstx/zero-trust-comprehensive-course/pull/6
Olagoldstx/ai-core-security-posture	open	2025-10-31T21:41:49Z	chore: badges for ai-core-security-posture	https://github.com/Olagoldstx/ai-core-security-posture/pull/5
Olagoldstx/ai-core-security-posture	open	2025-10-31T21:41:30Z	chore: badges for ai-core-security-posture	https://github.com/Olagoldstx/ai-core-security-posture/pull/4
Olagoldstx/ai-core-security-posture	open	2025-10-31T21:37:15Z	chore: badges for ai-core-security-posture	https://github.com/Olagoldstx/ai-core-security-posture/pull/3
Olagoldstx/ai-core-security-posture	open	2025-10-31T21:02:17Z	chore: badges for ai-core-security-posture	https://github.com/Olagoldstx/ai-core-security-posture/pull/2
Olagoldstx/ai-core-security-posture	open	2025-10-31T20:56:22Z	chore: badges for ai-core-security-posture	https://github.com/Olagoldstx/ai-core-security-posture/pull/1
Olagoldstx/secure-network-architecture-course	open	2025-10-31T21:42:57Z	chore: badges for secure-network-architecture-course	https://github.com/Olagoldstx/secure-network-architecture-course/pull/7
Olagoldstx/secure-network-architecture-course	open	2025-10-31T21:42:14Z	chore: badges for secure-network-architecture-course	https://github.com/Olagoldstx/secure-network-architecture-course/pull/6
Olagoldstx/secure-network-architecture-course	open	2025-10-31T21:38:24Z	chore: badges for secure-network-architecture-course	https://github.com/Olagoldstx/secure-network-architecture-course/pull/5
Olagoldstx/secure-network-architecture-course	open	2025-10-31T21:03:40Z	chore: badges for secure-network-architecture-course	https://github.com/Olagoldstx/secure-network-architecture-course/pull/4
Olagoldstx/secure-network-architecture-course	open	2025-10-31T20:57:37Z	chore: badges for secure-network-architecture-course	https://github.com/Olagoldstx/secure-network-architecture-course/pull/3
Olagoldstx/cross-cloud-security-tutorial	open	2025-10-31T21:42:43Z	chore: badges for cross-cloud-security-tutorial	https://github.com/Olagoldstx/cross-cloud-security-tutorial/pull/5
Olagoldstx/cross-cloud-security-tutorial	open	2025-10-31T21:42:04Z	chore: badges for cross-cloud-security-tutorial	https://github.com/Olagoldstx/cross-cloud-security-tutorial/pull/4
Olagoldstx/cross-cloud-security-tutorial	open	2025-10-31T21:38:08Z	chore: badges for cross-cloud-security-tutorial	https://github.com/Olagoldstx/cross-cloud-security-tutorial/pull/3
